# RST localization TSV file for a build 1.3.6rc
#
# All files with tsv extension from the following directories are read on game start (relative to game installation):
#   Mods/
#   ../../workshop/content/812040/
#
# There are two ways to tell the game to use a specific language. One is by using cmd line arg
# "--language=German" and another option is to choose from the Language dropdown in the game.
#
# The game ONLY parses lines that:
# 1. start with ':' character. These are processing directives.
# 2. have at least 3 tab separated columns. These are dictionary entries. All strings are in UTF-8 encoding.
#
# Columns:
#  * "context/comment" just gives a hint where this line is in the game, it's not imported.
#  * "key" (case-sensitive) is a phrase matched in the game. If localization context is given (use-in column), both context and key must match.
#  * "translation" is what will be shown in the game.
#  * "max-len" is a hint how many characters approximately can the translation be without truncation or overflow. Not imported.
#  * "use-in" is empty by default, but localization context ids from usable-in column can be copied here to constrain where this line will be used.
#  * "usable-in" is a list of all localization context ids that can be copied into use-in. Not imported.
#
# use-in column format examples:
#  2035575234:Menu panel.prefab - points to one particular part inside menu prefab (that part has localization context id 2035575234)
#  310402963:Menu panel.prefab  - points to a different part inside menu prefab
#  2035575234:Menu panel.prefab; 310402963:Menu panel.prefab - points to both parts in menu panel
#  2035575234; 310402963 - short version of the previous line
#  2035575234:credits button in menu; 310402963:ship label in menu - same as previous line, but it shows that what's after ':' doesn't matter
#  Beam.cs - some parts of the game don't have loc ctx id, this is an example of it, it can't be used in use-in column
#
# A localization context is a non-changing integer assigned to some particular part of the game. The integer may be
# followed by some text, separated by ':', it is there just for commenting purposes and is ignored by the game.
#
# A longer guide how to edit this file and publish it in Steam Workshop is here:
# https://steamcommunity.com/sharedfiles/filedetails/?id=2244605825

# Display name should be the first non-comment, non-empty line. It marks that all the following lines are in that language.
:displayName Deutsch

# Plurals forms are used like described here, except the separator is '|'
# https://developer.mozilla.org/en-US/docs/Mozilla/Localization/Localization_and_Plurals#Developing_with_PluralForm
:mozillaPluralRuleNumber 1

# Columns (only the translation and use-in columns should be edited):
# comment	key	translation	max-len	use-in	usable-in

Beam.cs
text	We've located a single structure on the planet surface. The heavily armored outer layer suggests it is a military building. \nNo signs of life or active technology detected.	Wir haben ein einzelnes Gebäude auf der Planetenoberfläche geortet. Die stark gepanzerte äußere Schicht lässt vermuten, dass es sich um ein militärisches Gebäude handelt. \nKeine Anzeichen von Leben oder aktiver Technologie entdeckt.	400		1328784784:4 P command center with potential nuke.prefab
choiceText	Investigate [send crew]	Untersuchen [Besatzung schicken]	100		1328784784:4 P command center with potential nuke.prefab; 324423228:5 P conflict remains x4.prefab; 696663503:5 P conflict remains x4.prefab
text	Our operatives reach the center of the structure. Turns out this whole building is a military command center with a loaded missile silo in the middle. Retrieving the missile inside the silo requires us to cut the whole building in two. Heavy ceramic armor of the structure means the cutters will require a fair amount of energy.	Unsere Agenten erreichen das Zentrum der Struktur. Wie sich herausstellt, ist das ganze Gebäude eine militärische Kommandozentrale mit einem geladenen Raketensilo in der Mitte. Um die Rakete im Silo zu bergen, müssen wir das ganze Gebäude in zwei Teile schneiden. Die schwere Keramikpanzerung des Gebäudes bedeutet, dass die Schneider eine ganze Menge Energie benötigen.	400		1328784786:4 P command center with potential nuke.prefab
choiceText	Retrieve missile [-50 fuel]	Rakete bergen [-50 Treibstoff]	100		1328784786:4 P command center with potential nuke.prefab
text	"Not enough fuel to power the cutting operation."	"Nicht genug Treibstoff für die Schneidoperation."	600		1584948481:4 P command center with potential nuke.prefab
text	Cutting armored building... %	Schneiden des gepanzerten Gebäudes... %	50		214350205:4 P command center with potential nuke.prefab; 458692875:4 P command center with potential nuke.prefab
title	Modular tech obtained	Modulare Technologie erhalten	35		522506458:4 P command center with potential nuke.prefab
text2	Turns out this whole building is a military command center, together with an underground missile battery. Both are still intact, and can be repurposed into ship components.	Es stellt sich heraus, dass das ganze Gebäude eine militärische Kommandozentrale ist, zusammen mit einer unterirdischen Raketenbatterie. Beide sind noch intakt und können zu Schiffskomponenten umfunktioniert werden.	400		522506458:4 P command center with potential nuke.prefab
text	Our operatives were attacked again by internal defence systems, but we were better prepared this time. We lost only bots.	Unsere Agenten wurden wieder von internen Verteidigungssystemen angegriffen, aber diesmal waren wir besser vorbereitet. Wir haben nur Bots verloren.	400		1328784788:4 P command center with potential nuke.prefab
choiceText	Move deeper into the building	Gehen Sie tiefer in das Gebäude	100		1328784788:4 P command center with potential nuke.prefab
choiceText	Abort mission, this is too dangerous.	Abbruch der Mission, es ist zu gefährlich.	100		1328784788:4 P command center with potential nuke.prefab; 1221732209:4 P command center with potential nuke.prefab
newName3	military command building	Militärkommandogebäude	25		1328784788:4 P command center with potential nuke.prefab; 1221732209:4 P command center with potential nuke.prefab
text2	Our operatives were attacked by primitive internal defence systems which our scanners were unable to detect. Threat neutralized. Should we press on?	Unsere Agenten wurden von primitiven internen Verteidigungssystemen angegriffen, die von unseren Scannern nicht erkannt werden konnten. Bedrohung neutralisiert. Sollen wir weitermachen?	400		1221732209:4 P command center with potential nuke.prefab
choiceTexts	Press on with crew	Mit Besatzung weiterfliegen	100		1221732209:4 P command center with potential nuke.prefab

4 P crystals red E.prefab
text	The surface of this lifeless planet is covered with patches of rubium crystals, valued for their exotic properties.	Die Oberfläche dieses leblosen Planeten ist mit Rubiumkristallen bedeckt, die wegen ihrer exotischen Eigenschaften geschätzt werden.	400		148641698:4 P crystals red E.prefab
choiceText	Collect the crystals [send crew]	Sammeln Sie die Kristalle ein [Besatzung schicken]	100		148641698:4 P crystals red E.prefab; 337842872:5 P exotic surface crystal mining, attacked by monsters.prefab
text2	Mining completed successfully, no accidents reported.	Abbaubetrieb erfolgreich abgeschlossen, keine Unfälle gemeldet.	400		1794882221:4 P crystals red E.prefab; 1984083395:5 P exotic surface crystal mining, attacked by monsters.prefab
reasonToDisplay	mining operations completed	Tagebau abgeschlossen	30		4 P crystals red E.prefab; 5 P exotic surface crystal mining, attacked by monsters.prefab; 5 P volcanic EF.prefab; 5 P volcanic EF.prefab
text	Surface mining... %	Tagebau... %	50		2106022781:4 P crystals red E.prefab; 147740307:5 P exotic surface crystal mining, attacked by monsters.prefab; 1103724154:5 P crystals green M 1.prefab; 1465968335:5 P Ultranephrite crystals blue big M.prefab; 1685948853:4 P fuel lake Fo.prefab; 1952913894:5 P crystals red big.prefab
text2	Our operatives and mining bots were attacked by large, indigenous crystalline creatures during the mission. They remained undiscovered until too late. We managed to collect some crystals before the attack.	Unsere Arbeiter und Bergbau-Bots wurden während der Mission von großen, einheimischen kristallinen Kreaturen angegriffen. Sie blieben unentdeckt, bis es zu spät war. Es gelang uns, einige Kristalle vor dem Angriff zu sammeln.	400		1862087294:4 P crystals red E.prefab
reasonToDisplay	exotics mined, operations aborted	Exoten abgebaut, Einsatz abgebrochen	30		4 P crystals red E.prefab

4 P fuel lake Fo.prefab
name2	Chemically active planet	Chemisch aktiver Planet	25		1891593572:4 P fuel lake Fo.prefab
text	The planet is covered with lakes of superheavy water, a potent radioactive fuel chemical. We could set up extraction facilities here and probably get a good load of the raw stuff, easily convertible into starfuel.	Der Planet ist mit Seen aus superschwerem Wasser bedeckt, einer starken radioaktiven Treibstoffchemikalie. Wir könnten hier Extraktionsanlagen errichten und wahrscheinlich eine gute Ladung des Rohmaterials erhalten, das sich leicht in Sternentreibstoff umwandeln lässt.	400		672686459:4 P fuel lake Fo.prefab
choiceText	Set up fuel extraction facilities [-50 synthetics]	Treibstoffextraktionsanlagen einrichten [-50 Kunststoffe]	100		672686459:4 P fuel lake Fo.prefab
text2	Extraction and processing completed successfully, no accidents reported.	Extraktion und Verarbeitung erfolgreich abgeschlossen, keine Unfälle gemeldet.	400		171443334:4 P fuel lake Fo.prefab
reasonToDisplay	starfuel elements extracted	Sternentreibstoff-Elemente extrahiert	30		4 P fuel lake Fo.prefab; 4 P fuel lake Fo.prefab
title	Noncarbon life	Nicht-Kohlenstoff-Leben	35		238648407:4 P fuel lake Fo.prefab
text2	We found a noncarbon ecosystem within the lake and took time to research it.	Wir haben ein Nicht-Kohlenstoff-Ökosystem im See gefunden und uns Zeit genommen, es zu erforschen.	400		238648407:4 P fuel lake Fo.prefab
title	Amoeba colony byproducts	Nebenprodukte einer Amöbenkolonie	35		238648410:4 P fuel lake Fo.prefab
text2	A noncarbon organism from the fuel lake was accidentally sucked in by our harvesting bots, and discovered during standard decontamination filtration. The creature ripped our filters apart and caused some internal damage before it was killed. Turns out this planet supports life after all.	Ein Nicht-Kohlenstoff-Organismus aus dem Treibstoffsee wurde versehentlich von unseren Ernte-Bots angesaugt und bei der Standard-Dekontaminationsfiltration entdeckt. Die Kreatur riss unsere Filter auseinander und verursachte einige innere Schäden, bevor sie getötet wurde. Es stellt sich heraus, dass dieser Planet doch Leben unterstützt.	400		238648410:4 P fuel lake Fo.prefab

4 P hot planet with land corals M.prefab
title	Land corals	Landkorallen	35		266593097:4 P hot planet with land corals M.prefab
text2	We've found land corals at the bottom of dry-sea beds. These hardy non-carbon organisms have learned to survive without an active water ecosystem. They cannot be harvested as organics, but researching them yielded valuable data.	Wir haben Landkorallen auf dem Grund von trockenen Meeresböden gefunden. Diese widerstandsfähigen Organismen ohne Kohlenstoff haben gelernt, ohne ein aktives Wasser-Ökosystem zu überleben. Sie können nicht als Organismen geerntet werden, aber ihre Erforschung lieferte wertvolle Daten.	400		266593097:4 P hot planet with land corals M.prefab
reasonToDisplay	research operations complete	Forschungsarbeiten abgeschlossen	30		4 P hot planet with land corals M.prefab; 4 P red skin O.prefab
newName3	non-carbon ecosystem	Kohlenstofffreies Ökosystem	25		266593097:4 P hot planet with land corals M.prefab; 266593096:4 P hot planet with land corals M.prefab
text2	The crew engaged in existential discussions during the sweep. Nothing of material value was found, but many interesting thoughts were shared.	Die Besatzung führte während der Durchsuchung existenzielle Diskussionen. Es wurde nichts von materiellem Wert gefunden, aber viele interessante Gedanken wurden ausgetauscht.	400		266593096:4 P hot planet with land corals M.prefab
title	Possibility of life	Möglichkeit von Leben	35		1318773167:4 P hot planet with land corals M.prefab
text	The planet is surrounded by carbon dioxide atmosphere. Dry seabeds and trace amounts of complex organics in its superthin atmosphere suggest the planet once hosted water and carbon life.	Der Planet ist von einer Kohlendioxid-Atmosphäre umgeben. Trockene Meeresböden und Spuren von komplexen organischen Stoffen in der superdünnen Atmosphäre deuten darauf hin, dass der Planet einst Wasser und Kohlenstoffleben beherbergte.	400		1318773167:4 P hot planet with land corals M.prefab
text	indigenous life found...	Einheimisches Leben gefunden...	50		1126135061:4 P hot planet with land corals M.prefab

4 P Ngani security station active TE orbital mines.prefab
title	Automated warning message	Automatische Warnmeldung	35		800132684:4 P Ngani security station active TE orbital mines.prefab; 1125087580:4 P Ngani security station TE orbital mines.prefab
text	"This planet holds a security outpost of True Belief Church Corporation. Others keep out or be destroyed by planetary defences." Our sensors show a large installation on the planet's otherwise desolate surface. That must be the outpost.	"Auf diesem Planeten befindet sich ein Sicherheitsaußenposten der True Belief Church Corporation. Andere bleiben draußen oder werden von der planetaren Verteidigung zerstört." Unsere Sensoren zeigen eine große Anlage auf der sonst trostlosen Oberfläche des Planeten. Das muss der Außenposten sein.	400		800132684:4 P Ngani security station active TE orbital mines.prefab
choiceText	Attempt covertly entering the atmosphere	Versuch, unbemerkt in die Atmosphäre einzudringen	100		800132684:4 P Ngani security station active TE orbital mines.prefab
newName3	N'gan security outpost	N'gan-Sicherheitsaußenposten	25		800132684:4 P Ngani security station active TE orbital mines.prefab
title	Ground attack	Bodenangriff	35		298889559:4 P Ngani security station active TE orbital mines.prefab
text2	The ground structure proves to be a security installation, complete with multiple weapons platforms... which are firing at us. We disengage at max speed...	Die Bodenstruktur erweist sich als Sicherheitsanlage mit mehreren Waffenplattformen, die auf uns feuern. Wir lösen uns mit Höchstgeschwindigkeit...	400		298889559:4 P Ngani security station active TE orbital mines.prefab
reasonToDisplay	incoming fire	Eingehendes Feuer	30		4 P Ngani security station active TE orbital mines.prefab
title	Abandoned station	Verlassene Station	35		366094632:4 P Ngani security station active TE orbital mines.prefab
text2	The True Belief Church Corporation outpost is abandoned, and only the warning message transmittor works. We scavenge the whole structure, covered in what looks like obvious religious lies. Its main cannon could be installed onboard Mothership.	Der Außenposten der True Belief Church Corporation ist verlassen, und nur der Warnmeldesender funktioniert. Wir durchkämmen die gesamte Struktur, die mit offensichtlichen religiösen Lügen bedeckt ist. Die Hauptkanone könnte an Bord des Mutterschiffs installiert werden.	400		366094632:4 P Ngani security station active TE orbital mines.prefab
reasonToDisplay	structure scavenged	Struktur geplündert	30		4 P Ngani security station active TE orbital mines.prefab
text	battle inside atmosphere... %	Kampf in der Atmosphäre... %	50		164016638:4 P Ngani security station active TE orbital mines.prefab
text2	They kept firing at us even during our retreat so we shot back. The battle ended in a standoff - we managed to damage to the outpost, but its counterfire was so furious that engaging them further was not worth the risk.	Sie feuerten auch während unseres Rückzugs weiter auf uns, also schossen wir zurück. Das Gefecht endete in einem Patt - es gelang uns, den Außenposten zu beschädigen, aber sein Gegenfeuer war so heftig, dass es das Risiko nicht wert war, sie weiter anzugreifen.	400		366094635:4 P Ngani security station active TE orbital mines.prefab
reasonToDisplay	fire exchanged	Feuergefecht	30		4 P Ngani security station active TE orbital mines.prefab
text2	We were attacked by a swarm of mobile mines during our descent into the atmosphere, receiving minor damage.	Während unseres Abstiegs in die Atmosphäre wurden wir von einem Schwarm mobiler Minen angegriffen und erlitten leichte Schäden.	400		366094622:4 P Ngani security station active TE orbital mines.prefab

4 P Ngani security station TE orbital mines.prefab
text	"This entire planet is an official outpost for Most True Church. Others keep out or be destroyed by planetary defences." Our data analysis reveals the message is over a hundred years old and there is no sign of activity on the planet. There's a large artificial structure on the surface.	"Dieser ganze Planet ist ein offizieller Außenposten der Wahrhaftigen Kirche. Andere bleiben draußen oder werden von der planetaren Verteidigung zerstört." Unsere Datenanalyse zeigt, dass die Nachricht über 100 Jahre alt ist und es keine Anzeichen von Aktivität auf dem Planeten gibt. Es gibt eine große künstliche Struktur auf der Oberfläche.	400		1125087580:4 P Ngani security station TE orbital mines.prefab
newName3	N'gani security station	N'gani-Sicherheitsstation	25		1125087580:4 P Ngani security station TE orbital mines.prefab
title	Destroyed station	Zerstörte Station	35		623844455:4 P Ngani security station TE orbital mines.prefab
text2	The ground structure proves to be the Most True Church outpost, complete with a planetary cannon. The station contains exoskeletons of insectoid soldiers. They were probably killed by a military assault team, as the station remains haven't been looted. We scavenge the whole structure. Its planetary cannon could be installed on our ship.	Die Bodenstruktur erweist sich als Außenposten der Wahrhaftigen Kirche, komplett mit einer Planetenkanone. Die Station enthält Exoskelette von insektoiden Soldaten. Sie wurden wahrscheinlich von einem militärischen Angriffsteam getötet, da die Überreste der Station nicht geplündert wurden. Wir plündern die gesamte Struktur. Ihre Planetenkanone könnte auf unserem Schiff installiert werden.	400		623844455:4 P Ngani security station TE orbital mines.prefab
